#collection 1. Color modes	Light mode	Dark mode
Component colors/Utility/Purple/utility-purple-100	C	@Colors/Purple/100	@Colors/Purple/900
Component colors/Utility/Purple/utility-purple-200	C	@Colors/Purple/200	@Colors/Purple/800
Component colors/Utility/Purple/utility-purple-300	C	@Colors/Purple/300	@Colors/Purple/700
Component colors/Utility/Purple/utility-purple-400	C	@Colors/Purple/400	@Colors/Purple/600
Component colors/Utility/Purple/utility-purple-500	C	@Colors/Purple/500	@Colors/Purple/500
Component colors/Utility/Purple/utility-purple-600	C	@Colors/Purple/600	@Colors/Purple/400
Component colors/Utility/Purple/utility-purple-700	C	@Colors/Purple/700	@Colors/Purple/300
Component colors/Utility/Fuchsia/utility-fuchsia-50	C	@Colors/Fuchsia/50	@Colors/Fuchsia/950
Component colors/Utility/Fuchsia/utility-fuchsia-100	C	@Colors/Fuchsia/100	@Colors/Fuchsia/900
Component colors/Utility/Fuchsia/utility-fuchsia-200	C	@Colors/Fuchsia/200	@Colors/Fuchsia/800
Component colors/Utility/Fuchsia/utility-fuchsia-300	C	@Colors/Fuchsia/300	@Colors/Fuchsia/700
Component colors/Utility/Fuchsia/utility-fuchsia-400	C	@Colors/Fuchsia/400	@Colors/Fuchsia/600
Component colors/Utility/Fuchsia/utility-fuchsia-500	C	@Colors/Fuchsia/500	@Colors/Fuchsia/500
Component colors/Utility/Fuchsia/utility-fuchsia-600	C	@Colors/Fuchsia/600	@Colors/Fuchsia/400
Component colors/Utility/Fuchsia/utility-fuchsia-700	C	@Colors/Fuchsia/700	@Colors/Fuchsia/300
Component colors/Utility/Pink/utility-pink-50	C	@Colors/Pink/50	@Colors/Pink/950
Component colors/Utility/Slate/utility-slate-50	C	@Colors/Slate/50	@Colors/Slate/950
Component colors/Utility/Slate/utility-slate-100	C	@Colors/Slate/100	@Colors/Slate/900
Component colors/Utility/Slate/utility-slate-200	C	@Colors/Slate/200	@Colors/Slate/800
Component colors/Utility/Slate/utility-slate-300	C	@Colors/Slate/300	@Colors/Slate/700
Component colors/Utility/Slate/utility-slate-400	C	@Colors/Slate/400	@Colors/Slate/600
Component colors/Utility/Slate/utility-slate-500	C	@Colors/Slate/500	@Colors/Slate/500
Component colors/Utility/Slate/utility-slate-600	C	@Colors/Slate/600	@Colors/Slate/400
Component colors/Utility/Slate/utility-slate-700	C	@Colors/Slate/700	@Colors/Slate/300
Component colors/Utility/Pink/utility-pink-100	C	@Colors/Pink/100	@Colors/Pink/900
Component colors/Utility/Pink/utility-pink-200	C	@Colors/Pink/200	@Colors/Pink/800
Component colors/Utility/Pink/utility-pink-300	C	@Colors/Pink/300	@Colors/Pink/700
Component colors/Utility/Pink/utility-pink-400	C	@Colors/Pink/400	@Colors/Pink/600
Component colors/Utility/Pink/utility-pink-500	C	@Colors/Pink/500	@Colors/Pink/500
Component colors/Utility/Pink/utility-pink-600	C	@Colors/Pink/600	@Colors/Pink/400
Component colors/Utility/Pink/utility-pink-700	C	@Colors/Pink/700	@Colors/Pink/300
